,reviews__|,reviews__|__date,reviews__|__content,reviews__|__score,reviews__|__name,Hotel No.,Score,,,,,,,,,,
K18,R84,"Reviewed: August 11, 2018","  \nThe hotel was under renovation, noisy during the day. The hotel got extra payment at the desk to give us the renovated rooms.\nThe loopy was also under renovation, if you have a guest you need to meet him in your room.\nStayed in August 2018",6.7,Esmat,,,,,,,,,,,,
K18,R85,"Reviewed: August 10, 2018",  \nPillows were flat and too soft. Bathroom fittings were old. The sink in the guest powder room of my suite became clogged up. Breakfast buffet was average.\n  \nLove the newly refurbished interior. The colour palette was very pleasing. Great view of the KL Tower.\nStayed in August 2018,8.3,Pasha,,,,,,,,,,,,
K18,R86,"Reviewed: August 10, 2018","  \nCheck in and check out was in big trouble. I had booked it one month ago and when we arrived at 13, the room was not ready and we were told that at 3 pm it will be ready. We returned at 5 pm, the room still was not ready.\nDuring our stay all days starting from 8 am, there were maintenance with high noise. It was hateful.\nCleaning of the rooms were not as scheduled and some days we came back to the room at 5 pm with no cleaned room. During check out, the guy behaviour in reception was impolite and very bad.\nWe hate to come back to this hotel again.\n  \nNothing in this hotel was liked. \nStayed in August 2018",3.8,Sajedi,,,,,,,,,,,,
K18,R1,"Reviewed: April 17, 2019","  \nparking are 3rd party. Had to pay daily rate for parking.\nFront desk seem to be incompetent. Request parking ticket for going out and staff just stem it without asking weather Im the hotel guest. When i told her that Im stay at the hotel, she take back the parking ticket and gave me another ticket.\nWhen check out, I did requested to split room and parking invoice they noted and gave me the invoice with envelope. When arrived at home and open it, I got room invoice for my 3 days stay and just 1 day parking invoice!\n  \nroom layout\nStayed in April 2019",7.1,kudzaime72,,,,,,,,,,,,
K18,R2,"Reviewed: April 11, 2019",  \nThe food was not good at all for both section for morning breakfast n food for dine in the room\nThe food expensive n so terrible...the serving of food for room is not class no spoon given n late...food was packed in the box n given 😐\n  \nThe room comfortable \nStayed in April 2019,5,Anonymous,,,,,,,,,,,,
K18,R3,"Reviewed: April 10, 2019","  \nOne thing I knew about, but did suprise me anyway, were the service charges. I'd like to know about these things upfront as it still is 10% on top of the other government charges.\nThe location is a bit off centre, but just install grab and take an asian uber anywhere..\n  \nThe staff was friendly. The room was spacious and clean. The pool and service was excellent.\nThere's a mall across the street and a rail station about five minutes away.. \nStayed in April 2019",8.8,Aniel N,,,,,,,,,,,,
K19,R54,"Reviewed: September 3, 2018",  \nSuite is kinda old. Parking very confusing. Security guard keep asking to pay them money. \n  \nThe view and swimming pool at level 37\nStayed in September 2018,4.2,Ruby,,,,,,,,,,,,
K19,R85,"Reviewed: September 3, 2017",  \nReasonable price.\nStayed in September 2017,10,Anonymous,,,,,,,,,,,,
K19,R28,"Reviewed: September 25, 2017","  \nShould have kitchen ware (basic)\nno complimentary for guest (mineral water, 3 in 1 coffee & tea), extra pillow &  mattress (toto), blanket\n  \nThe place-- safe & sound. \nThe Wifi!\nClean room, exceptional service, and a relaxed friendly atmosphere\nStayed in September 2017",7.9,Iyda,,,,,,,,,,,,
K19,R49,"Reviewed: September 22, 2018",  \nRooftop view with Petronas Towers. \nStayed in September 2018,9.2,Jakub,,,,,,,,,,,,
K19,R48,"Reviewed: September 22, 2018","  \nInternet was not working on the final day. Some room amneties should be provided e.g. liquid soap, shampoo, wiper.\nStayed in September 2018",7.9,Muneeb Zafar,,,,,,,,,,,,
K19,R50,"Reviewed: September 22, 2018","  \nUnpleasant smell in room\n  \nInfinity pool on 37th floor with Great view on city, spacy apartment, value for money, washer\nStayed in September 2018",8.3,Anna,,,,,,,,,,,,
K19,R7,"Reviewed: September 21, 2018",  \nLocation was a bit far from the main street which means it was difficult to find some restaurants near by.\nBut you can just walk straight 10 min then you will be able to find Indian restaurant where opens for 24 hours.\n  \nThe host was friendly as other guests mentioned and replied our text shortly.\nThe room was clean it was so sad that when we arrived the grocery shop was closed so we could not cook anything although there was a kitchen inside.\nThe most I loved was Infinity pool yay! What a shame my loved one and I only stayed for a night.\nFor sure we will come back again and stay at least a couple of days : D\nStayed in September 2018,8.3,Daisy Song,,,,,,,,,,,,
K19,R8,"Reviewed: September 2, 2018","  \nDifficult to reach by foot, I suggest to the owner to send information about connection and public transport some days before the arrival.\n  \nKind owner, very beautiful infinity pool on the roof\nStayed in August 2018",7.5,Laura,,,,,,,,,,,,
K19,R56,"Reviewed: September 2, 2018",  \nNo parking provided\nWifi slow\nShower heater not function\n  \nSwimming pool is excellent\nStayed in August 2018,6.7,Firsttimer,,,,,,,,,,,,
K19,R57,"Reviewed: September 2, 2018",  \nWas clean. More than what I thought \nStayed in September 2018,9.6,Abdullah,,,,,,,,,,,,
K19,R55,"Reviewed: September 2, 2018",  \nRooftop swimming\nStayed in August 2018,9.2,Ronaldo,,,,,,,,,,,,
K19,R51,"Reviewed: September 16, 2018","  \nNothing\n  \nClean, comfy, spacious, \nStayed in September 2018",10,Kim,,,,,,,,,,,,
K19,R52,"Reviewed: September 14, 2018",  \nRooftop infinity pools and the luxury of the accomodations. Super excellents and recomended. Also a great and friendly host too 😀\nStayed in August 2018,10,Surya,,,,,,,,,,,,
K19,R53,"Reviewed: September 13, 2018",  \nRoom are good clean with extra bed and beautiful roof top pool.\nStayed in September 2018,8.8,Soumen,,,,,,,,,,,,
K19,R47,"Reviewed: October 7, 2018","  \nwifi downtime not good.\n  \nThe price, the proximity to shopping mall, the infinity pool\nStayed in September 2018",8.8,Christophorus,,,,,,,,,,,,
K19,R6,"Reviewed: October 26, 2018","  \nThe place was complete with a bedroom, bathroom, lounge and kitchen to make your stay very comfortable and relaxing.  My sister and I used the futton beds, which personally, were one of the comfiest beds ever. And the rooftop pool (infinity pool) is not to be missed - definitely a highlight!  Would easily recommend anyone to this place and Alex who are thinking of staying at Kuala Lampur for a few nights.\nStayed in October 2018",10,Thomas,,,,,,,,,,,,
K19,R42,"Reviewed: October 26, 2018","  \nA bit of dirty , broken furniture, no TV, no internet, no foods/drinks available\nStayed in October 2018",5,Anon,,,,,,,,,,,,
K19,R84,"Reviewed: October 26, 2017",  \nBit noise because near main road \nParking confusion\n  \nSwimming pool and the apartment cleanliness\nStayed in October 2017,7.9,Norashimah,,,,,,,,,,,,
K19,R43,"Reviewed: October 24, 2018","  \nGood homestay,clean n smooth,and very important wifi is awesome 👍\nStayed in October 2018",10,Hafiz,,,,,,,,,,,,
K19,R45,"Reviewed: October 15, 2018",  \nThere is no temporary baggage drop\n  \nThere is a laundry and dryer\nStayed in October 2018,8.3,Anonymous,,,,,,,,,,,,
K19,R44,"Reviewed: October 15, 2018",  \nwaiting long time for lift ...\nnomproper parking during get the key ..\n  \nnice view from apartment ..\nStayed in October 2018,7.1,Baharuddin,,,,,,,,,,,,
K19,R46,"Reviewed: October 14, 2018",  \nToo much renovation going on and only one elevator\n  \nThe Infinity pool and the view was amazing\nStayed in October 2018,6.7,Siva,,,,,,,,,,,,
K19,R40,"Reviewed: November 7, 2018",  \nremote tv no..aircond not cool at bedroom\n  \npool ok\nStayed in November 2018,4.2,Rosnizam,,,,,,,,,,,,
K19,R41,"Reviewed: November 5, 2018",  \nBest\n  \nPool\nStayed in October 2018,7.9,Mohd,,,,,,,,,,,,
K19,R83,"Reviewed: November 27, 2017","  \nPoor residential management, low privacy, poor condition of facilities and cleanliness\n  \nThe view at rooftop swimming pool\nStayed in November 2017",5,Ahmad,,,,,,,,,,,,
K19,R37,"Reviewed: November 23, 2018","  \nThe infinity pool\nVery friendly doormen\nEven though the building is a bit old the bathroom was new, with hot water and strong shower\nStayed in November 2018",9.2,RS1616,,,,,,,,,,,,
K19,R38,"Reviewed: November 12, 2018",  \nAircond switch problem. Not working. Bathroom gt no lock. Bathroom water tap spoiled. Feel very disappointed. \nStayed in November 2018,5.4,Anonymous,,,,,,,,,,,,
K19,R39,"Reviewed: November 11, 2018",  \nThe design of the room .\nStayed in November 2018,9.6,Jezrie,,,,,,,,,,,,
K19,R75,"Reviewed: May 8, 2018",  \nParking\n  \nClean \nStayed in May 2018,9.6,Zuraidah Azman,,,,,,,,,,,,
K19,R70,"Reviewed: May 27, 2018",  \nThe bathroom ceiling looked like it was about to collapse in \n  \nClean and tidy and a nice balcony \nStayed in May 2018,7.5,Hannah,,,8.1,7.9,8,8.4,8.1,8.3,8.4,8.2,Apartment Regalia Studio 109 Suites,"No. 2, Jalan Anjung Putra, Off Jalan Sultan Ismail,, 50480 Kuala Lumpur, Malaysia"
K19,R71,"Reviewed: May 21, 2018",  \nSwimming pool is very nice and host is so kind.\nStayed in May 2018,9.6,Pornpimon,,,,,,,,,,,,
K19,R72,"Reviewed: May 21, 2018","  \ngreat place for stay even for few days! great view from the swimming pool, very comfortable room with all you need (kitchen, air, very big room).\nStayed in May 2018",10,Nella,,,,,,,,,,,,
K19,R15,"Reviewed: May 18, 2018","  \nThis buildings will be demolised one day!!! If u dont wanna die, consider it again. \nThe lift stopped at 27th floor, and I was trapped in the lift nothing worked. We were very panicked. \nIts not only just once, 3times during my stay which is only 2nights. \nThere are 4lifts, but 3 of them dont work properly, and very unstable when it works. \nSecondly,\ni waited for the host more than 30mins because the buildings are so messy.\nHowever, If u want to stay for swimming pool, i strongly recommend. \nLastly, thiss not a hotel, like the Air BNB. \nNo reception no kept luggage service.\n  \nLovely view of the roof top swimming pool, very comfortable bed, washing machine, clean\nStayed in May 2018",7.1,Patricia,,,,,,,,,,,,
K19,R73,"Reviewed: May 13, 2018",  \nThe shower water pressure was low\nStayed in May 2018,8.3,Amirah,,,,,,,,,,,,
K19,R74,"Reviewed: May 12, 2018",  \nSpacious apartment\nStayed in May 2018,8.8,Erin,,,,,,,,,,,,
K19,R82,"Reviewed: March 9, 2018",  \nThe bed not so comfy plus the cleanliness of bathroom is poor\nStayed in March 2018,5.4,Aliah,,,,,,,,,,,,
K19,R20,"Reviewed: March 27, 2018","  \nThe carpet so dusty and a lot of hair on it. Allergic about it.the toilet bidet was mouldy and unpleasant smell. Need to change new one. Have cockroach in my room. Add more tv channels, the channel provide just TV3 and Alhijrah.😑\n  \nComport bed.Clean toilet. Nice city view.\nStayed in March 2018",7.5,Izzah Rith,,,,,,,,,,,,
K19,R79,"Reviewed: March 25, 2018",  \nEverything\nStayed in March 2018,10,Leonard,,,,,,,,,,,,
K19,R80,"Reviewed: March 22, 2018",  \nEverything else\n  \nThe swimming pool \nStayed in March 2018,5,Gabriele,,,,,,,,,,,,
K19,R21,"Reviewed: March 22, 2018","  \nThe price charged at the 37th floor restaurant is way too expensive.\n  \nAlex the host is amazing! Very friendly, accommodating, and prompt to help. The unit is huge, very comfy, decided to stay 2 night, ended up staying another. I love the infinity pool on the 37th floor. Lovely to swim at night and the view is awesome. Just a walk away about 5 mins to Sunway Putra shopping mall and 10 mins to the nearest LRT - PWTC station. Definitely will be back. Best experience for me.\nStayed in March 2018",9.2,Eddy,,,,,,,,,,,,
K19,R22,"Reviewed: March 20, 2018",  \nAlex was super helpful and always contactable\nHe allowed us to pay on our final day as we had lots of stuff planned in the 2 days we spent in KL\nThere was a drinking water filter in the kitchen\nStayed in March 2018,9.2,Jamie,,,,,,,,,,,,
K19,R81,"Reviewed: March 19, 2018",  \naircond not cool\n  \nswimming pool good\nStayed in March 2018,4.6,Ekhmal,,,,,,,,,,,,
K19,R69,"Reviewed: June 5, 2018",  \nnoisy exhaust in the toilet\n  \nfacility almost all\nStayed in June 2018,9.6,Anonymous,,,,,,,,,,,,
K19,R64,"Reviewed: June 30, 2018",  \nIts near to tge mall\n  \nThe pool view in 37 floor \nStayed in June 2018,5.8,Misha,,,,,,,,,,,,
K19,R65,"Reviewed: June 26, 2018",  \nThe property provide wifi. But wasnt able to use it because the host didnt pay for it.\n  \nThe infinity pool was da bomb.\nStayed in June 2018,9.2,Valen Vibe,,,,,,,,,,,,
K19,R66,"Reviewed: June 24, 2018",  \nhouse\nStayed in May 2018,7.5,atiqah1993,,,,,,,,,,,,
K19,R67,"Reviewed: June 21, 2018",  \nSoap for washing machine is out n no oil to cook\n  \nThe location n the room as well\nStayed in June 2018,10,Halil,,,,,,,,,,,,
K19,R68,"Reviewed: June 14, 2018","  \nnot enough toiletries.\n  \nRoof top pool, location, bed, cleaning\nStayed in June 2018",8.8,Md,,,,,,,,,,,,
K19,R14,"Reviewed: July 7, 2018","  \nthe counter was without any interest on her job, room was dirty and need at least a painting - walls and switches were dirty, we got different room than we booked.\n  \nswimingpool and the view was amazing\nStayed in July 2018",3.8,Karoly,,,,,,,,,,,,
K19,R62,"Reviewed: July 29, 2018",  \nGood facilities and good view\nStayed in July 2018,9.6,Anonymous,,,,,,,,,,,,
K19,R12,"Reviewed: July 22, 2018",  \nThe mattrass of the bed in the master bedroom was too hard. We fixed it by putting another mattress on the bed \n  \nThe location was good for us. Just outside the city center. Close to the train station\nThe swimming pools were amazing. Unfortunately they won't let children under the age of 12 in the pool on the 37th floor \nThe apartement was very big! \nStayed in July 2018,8.8,Anonymous,,,,,,,,,,,,
K19,R63,"Reviewed: July 21, 2018","  \nEverything, location, the suite, the elevator, the host, the smell, & the pictures does not show the reality.\n  \nNon\nStayed in July 2018",2.5,Maryoma,,,,,,,,,,,,
K19,R13,"Reviewed: July 20, 2018","  \nI think these are private appartments, but the whole complex is turned into a makeshift hotel. There are multiple ‘check in counters’ for different groups of appartments. But once you find yours, it’s just fine. \n  \nFantastic infinity pool on the top of the building\nClean and neady\nView, view, view\nStayed in July 2018",8.8,Timo,,,,,,,,,,,,
K19,R26,"Reviewed: January 29, 2018",  \nNothing to complaint about it . Beside;. M not used to hear lot of traffic when sleeping.  But i always have ears plug!\n  \nThe view . Amazing.  Like a movie at night . From the room window. From the pool at night. Restaurant for breakfast at the last floor with amazing view. Perfect stay.  \nStayed in January 2018,9.6,Ilaria,,,,,,,,,,,,
K19,R29,"Reviewed: January 25, 2019","  \nVery nice place to stay in KL, awesome infinity pool! Easy to talk to hosts through whatsapp, Thanks alot\nStayed in January 2019",7.5,Grant,,,,,,,,,,,,
K19,R27,"Reviewed: January 22, 2018",  \nEvery thing was perfect.\n  \nThe main attraction is the view from roof top swimming pool. 7 to 11 store and restaurant available on ground floor. Also facility for room delivery of food is available. The property is centrally located.\nStayed in January 2018,9.2,SUDIPTO BAGCHI,,,,,,,,,,,,
K19,R32,"Reviewed: January 2, 2019","  \nThe check in takes ages, bad smell in the bathroom, a bit outdated apartment\n  \nThe only reason to stay here is the rooftop swimming pool..\nStayed in December 2018",6.3,Anonymous,,,,,,,,,,,,
K19,R30,"Reviewed: January 14, 2019",  \nsmelly apartment - couldn’t source the smell\nTV didn’t work\nNo toaster and very basic kitchen equipment\n  \nroof top pool\nlayout\nlocation\nStayed in January 2019,7.1,Richie Barnett,,,,,,,,,,,,
K19,R23,"Reviewed: February 26, 2018","  \nWe were not totally satisfied with the cleanliness of the apartment, but it was big with a great view, and there was the infinity pool on the top of the building.. All in all, we enjoyed our stay, and would go there again.\nStayed in February 2018",9.2,Csilla,,,,,,,,,,,,
K19,R24,"Reviewed: February 25, 2018",  \nInfinity pool needed more sunbeds around it \nThe pool became very busy in the evenings. The best time to go was in the morning to early afternoon\n  \nThe bed was so comfy and soft\nHad many towels for both bath and pool\nHost helped us with luggage storage when our flight was in the evening\nStayed in January 2018,10,Eva,,,,,,,,,,,,
K19,R25,"Reviewed: February 20, 2018","  \nCockroaches (small ones) in the apartment.. Previously we also stayed at another apartment in Regalia suites building, and it also was infected, so it seems that it is a problem of a full building..\nThe sound from the road was very loud.\nHere and there the renovation is unfinished in the building, and it was in the same condition a year before.\n  \nThe roof swimming pool is amazing for relax time after a long walking day!\nStayed in February 2018",6.3,Sofia_fin,,,,,,,,,,,,
K19,R35,"Reviewed: December 9, 2018",  \nThe lift is very slow because its too crowded during check in/out\n  \nThe pool facility\nStayed in December 2018,10,Nurhafizah,,,,,,,,,,,,
K19,R5,"Reviewed: December 6, 2018","  \nWiFi is awful throughout the building, no hot water, a bit outside the centre for my liking and not that cheap. \n  \nRooftop pool was great, worth staying for a night or two just to experience that. The location is okay, a bit outside the centre but can easily get a grab anywhere for around 10 RM. The studio itself was nice, very big with a kitchen and lounge area but what let t down was the extremely poor WiFi and the shower not having any hot water. The security guards at the place are really nice and it was a pleasant stay! \nStayed in December 2018",6.3,Cash,,,,,,,,,,,,
K19,R33,"Reviewed: December 24, 2018",  \nIt was really good. Infinity pool was awesome.\nStayed in December 2018,10,Puvanah,,,,,,,,,,,,
K19,R1,"Reviewed: December 19, 2018","  \nI having difficulty during checkin. I arrived Regalia around 12.30 a.m. due to my flight was delay. If you are good host, and you know that your guest still not arrive why don’t you call your guest or wait a little longer. I have to find my own key in the secure box. \nAbout the homestay, the bathroom is totally smelly. On the 1st day I have to pump body shower gel all over the floor and then spray water to clean the bathroom. But, when the floor dried the bathroom is still smelly again!\nTv is not working at all. The elevator is suck. I have to wait for 20 min during checkout. There is 4 elevator and only 2 are working. The elevator stop at every level and so many guest awaiting outside.\nStayed in December 2018",4.2,Jamzarina Rahim,,,,,,,,,,,,
K19,R34,"Reviewed: December 18, 2018",  \nthe location because other roads going to the area are closed\n  \nclean and comfty\nStayed in December 2018,8.3,Erica,,,,,,,,,,,,
K19,R2,"Reviewed: December 18, 2018","  \nHidden clause not exporess and communicated , Cleaniless at the low side , dusty here and there . No details in things. Merely change of bed sheets and that's all.\n  \nHidden clause not exporess and communicated , Cleaniless at the low side , dusty here and there . No details in things. Merely change of bed sheets and that's all.\nStayed in December 2018",2.5,Caryn,,,,,,,,,,,,
K19,R3,"Reviewed: December 11, 2018",  \nThe tv didnt receive a good channel... It keep stuck and we cant enjoy the tv show and also the hot water for shower not working\n  \nAlmost everything is good\nStayed in December 2018,9.6,Amirul,,,,,,,,,,,,
K19,R4,"Reviewed: December 10, 2018","  \nOnly one thing, it was really hard to find it right place, make sure to ask we're to go. And maybe one little more not many channels in TV and only one in English...\n  \nPool, pool pool, the best view for the infinity pool ever! Pool was the actual reason why we get there, but we like it very much our apartment with super comfy bed (one of the best in my life - seriously!) and good internet. It was large and comfortable apartment with kitchen facility, living room and bedroom. We could feel like at home! Clean, bright and we had a view on ""backside"" of Kula Lumpur with amazing sunset view! We could lay on the bed and watch it! We would love to come back here one day and stay longer than just one night!\nStayed in December 2018",10,Aleksandra,,,,,,,,,,,,
K19,R36,"Reviewed: December 1, 2018",  \nyup\n  \nthe room very comfrt to a big family\nStayed in November 2018,7.9,Kyra,,,,,,,,,,,,
K19,R60,"Reviewed: August 9, 2018",  \nNothing at all. So far overall good\n  \nNice swimming pool with good view\nStayed in July 2018,10,Capt mush,,,,,,,,,,,,
K19,R10,"Reviewed: August 3, 2018","  \nthe TV was not working\n  \nStaying at regalia was a fantastic experience. The location is great and pool is fantastic. There are many companies renting apartments but unlike the others we had a washing machine and a dryer in our room (some of other apartments don't have it and people need to use paid machines downstairs) and Alex explained us carefully where what is in the building and how to access it. Also, as the room was ready, despite that we came 2h before the agreed time, Alex gave us the keys :) We can definitely recommend it and are looking forward to next visit!\nStayed in August 2018",10,Tierra,,,,,,,,,,,,
K19,R9,"Reviewed: August 25, 2018","  \nReally nothing\n  \nEverything! The hosts are so amazing and fullfilled us every wish we had. Very new, very clean, very bright, perfect gym, great pool, we loved it! Thanks so much for everything!!!!\nStayed in August 2018",10,Julia,,,,,,,,,,,,
K19,R58,"Reviewed: August 15, 2018","  \nThe place is worth it overall, but the infinity pool view is mesmerising, a must-see if in KL.\nStayed in August 2018",10,Sanzhar,,,,,,,,,,,,
K19,R59,"Reviewed: August 14, 2018",  \nSometimes waiting for lift too long \n  \nBig room \nStayed in August 2018,9.6,Aunya,,,,,,,,,,,,
K19,R11,"Reviewed: August 1, 2018",  \nTV has no program to watch. \nMattress is extremely terrible.\nParking is very confusing. \nProcedures to obtain the car park and the house keys is miserably excruciating. \nHouse is dusty.\nStayed in July 2018,3.8,Foo,,,,,,,,,,,,
K19,R61,"Reviewed: August 1, 2018",  \nBed is very bad\n  \nDont have\nStayed in July 2018,2.9,Syamsiah,,,,,,,,,,,,
K19,R78,"Reviewed: April 9, 2018","  \nThere was a bit of smoky smell\n  \nSpacious, clean toilet, comfy bed!\nStayed in April 2018",9.6,Adilah,,,,,,,,,,,,
K19,R19,"Reviewed: April 6, 2018","  \nThe location was convenient for the mall, but less so to other places. Close to a subway stop but there was so much construction on the rail lines that it wasn’t ideal.\n  \nThe host was fantastic. Large space, gym and inifinity pool on the property. Clean room, hot water and great WiFi. Washing machine was a fantastic perk!\nStayed in April 2018",7.9,Anonymous,,,,,,,,,,,,
K19,R16,"Reviewed: April 24, 2018","  \nWorking lights around the building, we sometimes had to wait for around 10 minutes to get an elevator going down during morning hours\n  \nThe apartment was Good, the overall building definitely needs maintenance and was very poor. Our Host was great and kept regular contact\nStayed in April 2018",9.2,Garry Vanderveen,,,,,,,,,,,,
K19,R18,"Reviewed: April 18, 2018",  \nThe property is a nice flat situated at the 14th floor. Because the view is inside the compound and it is not at the highest floor there is not much heat. The best part of the compound is the access to the 37th floor swimming pool.  It offers such an amazing view of Kuala Lumpur\nStayed in April 2018,10,Aurora,,,,,,,,,,,,
K19,R76,"Reviewed: April 14, 2018",  \nThe view is super nice and the owner also friendly.\nStayed in April 2018,10,Chalyla,,,,,,,,,,,,
K19,R77,"Reviewed: April 11, 2018",  \nNothing..\n  \nThe room is very clean.. my eyes were caught by its tidiness and omg the view..\nStayed in April 2018,10,Indra,,,,,,,,,,,,
K2,R5,"Reviewed: September 25, 2018",  \nDon’t have freezer\nStayed in September 2018,10,Shafika,,,,,,,,,,,,
K2,R9,"Reviewed: May 27, 2018",  \nWater heater not functioning well. Some light not functioning. Wifi connection disrupt occasionally.\n  \nThe view from the room.\nStayed in May 2018,7.1,Jackie,,,,,,,,,,,,
K2,R10,"Reviewed: May 14, 2018",  \nNothing\n  \nEverything\nStayed in May 2018,9.2,Zahin,,,,,,,,,,,,
K2,R11,"Reviewed: March 20, 2018","  \nI left my phone at room after I checked out, the room owner very nice and kind cuz he helped me find my phone and gave it back to me! \nStayed in February 2018",9.2,Chrystal Chen,,,,,,,,,,,,
K2,R8,"Reviewed: June 4, 2018",  \ntraffic\n  \nnice place\nStayed in June 2018,7.9,yana81,,,,,,,,,,,,
K2,R1,"Reviewed: January 28, 2019","  \nAll the facilities are in a vry bad confition. The plugs was not working not able to charge my phone for 3days. Hair dryer was so old & dirty n it was not even working. Water was dripping from the air-con n the tv was not clear at all. Watz the point of paying when the facilites are juz listed in the description n none of it was even functioning?\nPlease look into this, we accept good service equivalent to the money we pay.\n  \nThe room was nice but a bit rundown.\nStayed in January 2019",6.3,Jt,,,,,,,,,,,,
K2,R3,"Reviewed: February 27, 2019",  \nSome items are already broken\n  \nThe spacious room\nStayed in February 2019,8.8,Karen Pabuayon,,,,,,,,,,,,
K2,R4,"Reviewed: December 16, 2018",  \nEverything ok\n  \nService\nStayed in November 2018,7.9,Dato,,,6.7,7.5,7.2,7.1,6.7,9.2,7.9,7.5,Apartment UJC bukit bitang service suite @ times squar,"Jalan Imbi Berjaya Time Square (east tower) Office (A35-14), Bukit Bintang, 55100 Kuala Lumpur, Malaysia"
K2,R7,"Reviewed: August 9, 2018","  \nThe bed was too old, the floor was damage,owner shoul provide slipper..\n  \nJust the view\nStayed in August 2018",4.6,Iman,,,,,,,,,,,,
K2,R6,"Reviewed: August 23, 2018",  \nNothing.\n  \nLarge room with a nice view. Great location. Kind host.\nStayed in August 2018,9.2,Mohamad,,,,,,,,,,,,
K2,R2,"Reviewed: August 23, 2018","  \nA bit run down n no drinking water, no haur dryer, no shampoo, no shower gel, etc. Only given upon request. Hotel stil muchl better n comfortable for that kind of rate.\nStayed in August 2018",5.8,Soo,,,,,,,,,,,,
K20,R71,"Reviewed: September 7, 2018",  \nthe suite was big and inside a big shopping center and whatever you need is around you . The view from the room fantastic opposite twin tower  and facing swimimg pool.the person who show us the room mr mohsin was very kind and helpful and was easily contact him whenever needed any thing\nStayed in September 2018,9.2,Fareed,,,,,,,,,,,,
K20,R72,"Reviewed: September 7, 2018",  \nNeed to pay for parking is the only problem if you’re booking the Times Square suites. They should reimburse parking fee for suites guests.\n  \nPlace is in ideal location for shopping and dining.\nStayed in September 2018,8.8,Nakkeeran,,,,,,,,,,,,
K20,R73,"Reviewed: September 3, 2018","  \nBooking.com didnt mention this property got rm40 for services chargers..upon check in have to pay to property on this hidden chargers..not good for value..\n  \nThe view and location,swimming pool\nStayed in September 2018",5,Anonymous,,,,,,,,,,,,
K20,R74,"Reviewed: September 3, 2018","  \nThe room was full of cockroaches, and the furniture is very old ..the only good thing about it is the location..I rather add extra 200 RM and get better services. \n  \nLocation \nStayed in August 2018",4.2,Sultan,,,,,,,,,,,,
K20,R58,"Reviewed: September 29, 2018",  \nJust the room a litle bit late being clean up.\n  \nRoom very big..convinient bring families to stay. Staff friendly and helpful. Nice view facing pool and town. \nStayed in September 2018,9.2,Roszana,,,,,,,,,,,,
K20,R59,"Reviewed: September 27, 2018",  \nyes me and are very satisfied with your hotel services. it is beyond of my expectation.I feel so exited since I my first step there.the staff are also view freindly.the view are very nice also.\nStayed in September 2018,10,Normah,,,,,,,,,,,,
K20,R60,"Reviewed: September 26, 2018","  \nThe staffs were courteous and very helpful. The ambient was pleasant and everything was clean. I stayed here couple of times already.  Excellent location for shopping as it attached to shopping mall. The room is very clean, bed is good. There are fridge, TV(Eng and local language), hair dryer, safe box closet with hanger inside the room. Nevertheless thanks to Mr.Mohsin for getting all our needs throughout our stay. \nStayed in September 2018",10,Anonymous,,,,,,,,,,,,
K20,R61,"Reviewed: September 24, 2018",  \nThe location and view from the windows were really amazing. The bukit bintang street was also nearby maximum 5 minutes of walk. I really enjoyed my stay there as it was really a value for money stay and the staff co-operation was great indeed.\nStayed in September 2018,10,Muhammad Hatif,,,,,,,,,,,,
K20,R75,"Reviewed: September 2, 2018","  \nThe rooms were old, very old and not kept up to standard, there was no proper check in just a guy who met us outside the building with a email from booking.com on his smart phone..not exactly sure who runs the apartments only contact was the guy with the smart phone\n  \nLocation...nothing else\nStayed in September 2018",4.6,Ross,,,,,,,,,,,,
K20,R63,"Reviewed: September 17, 2018",  \nThe place is so convinient to access and my family like it very much.\n  \nWish to acknowledge your staff by the nane of Mr Mohsin who was willing to wait for us till after midnite on the day of our arrival due to traffick jam at causeway that cause delayed of our coach bus.\nStayed in September 2018,10,Normadiah,,,,,,,,,,,,
K20,R62,"Reviewed: September 17, 2018","  \n1. The check-In staff wasted our time for nearly two hours trying to convince us to take up their offer (without extra charges) for an upgrade to a family apt. for one day in spite of our rejection. \n2. The toilet paper holder is spoilt and not able to hold the roll of paper.\n3. The bathroom shower spray is not in good working condition.\n4. During the check out at our room, we witnessed the same staff folding the used bath towel and putting it back on the towel rack.  No wonder the towels look old and dirty.\n  \nThe location is good\nStayed in September 2018",5.4,Yong,,,,,,,,,,,,
K20,R64,"Reviewed: September 12, 2018",  \nThe room was quite out dated but it is fine with the rate charged. \n  \nMohsin the contact person was very helpful and polite and accommodating. He went great length to assist us with our luggages. And he replied to our messages and enquiries. \nStayed in September 2018,8.3,Noor,,,,,,,,,,,,
K20,R67,"Reviewed: September 11, 2018","  \nRoom smells cigarette, dirty, run down, water overflow in toilet, smelly carpet.\nFelt cheated, can't believe Berjaya group could allow all this even though private property. \n  \nNothing \nStayed in September 2018",2.9,Mohd,,,,,,,,,,,,
K20,R66,"Reviewed: September 11, 2018",  \nWashroom has not maintained properly.... shower knob broken..\n  \nProperty is so convenient as it was closer to many shopping malls and food outlets. Since I went with my family kids loved the place because of the swimming pool and more than everything the Berjaya Times Square Theme Park .... Special thanks to Mr. Anwar as he was so helpful.\nStayed in September 2018,5.8,Ad,,,,,,,,,,,,
