Hotel,reviews__|,reviews__|__date,reviews__|__content,reviews__|__score,reviews__|__name,Hotel,Score
S16,R29,"Reviewed: September 30, 2018",  \nNone\n  \nFree upgrade and location right next to the pool. Also private washer/dryer. Very friendly and helpful staff. Location of the apartment was great.\nStayed in September 2018,10,Randy,,
S16,R85,"Reviewed: September 7, 2018",  \n- Breakfast ( and its location)\n  \n- Staff\n- Room\n- Swimming Pool\nStayed in September 2018,10,Manjunath,,
S16,R63,"Reviewed: September 9, 2017",  \nNo broom to sweep as kids create mess rooms cleaned every 3 days with kids be nice less otherwise excellent facilities\n  \nStaff were excellent done all they could on every request\nStayed in September 2017,8.3,Ngaio,,
S17,R3,"Reviewed: April 10, 2019",  \nNothing\n  \nLoved this serviced apartment - it is in an amazing location central to all major attractions. So many restaurants on the doorstep. Excellent service I have stayed here 4 times now in 18 months - I will return.\nStayed in April 2019,9.6,Laura,,
S17,R2,"Reviewed: April 17, 2019",  \nCan be noisy at times; depending on who is renting the apartment above yours!\n  \nExcellent location (on orchard road and very close to the metro station) and good value for money. Spacious enough for our family of 5.\nStayed in April 2019,7.9,Alexandre de St Pern,,
S17,R64,"Reviewed: April 19, 2018","  \nat check-in, one of the staff informed us that they prefer their guests do not cook. \nand starting recommending all the restuarants nearby\nwhats the point of paying for a serviced apartment with a fully equipped kitchen if we cannot cook. \nAnd if guests are not allowed to cook, then they should offer breakfast options right? But no breakfast is provided. \nFound out later that housekeeping is every alternate day - we paid for this place as a hotel, housekeeping should be provided daily since our stay was for 6 nights. \nNo longer owened & managed by Somerset - quality has deteriorated \nBathrooms were not clean - towels smelled - toilleteries were not replenished - coffee was not replenished during housekeeping \nVery very poor maintenance\nWorst part is we are Singapore pass holders who are working and staying abroad and need to come to visit back home once in a while.\nAnd this is how they treat us - can't imagine how they treat the other foreigners\n  \nserviced apartment so it was okay\nStayed in April 2018",4.6,Som78,,
S17,R1,"Reviewed: April 22, 2019",  \nWe had booked for 3 adults and 1 kid. The facility expects a 11 year old kid to sleep with the parents in a queen size bed. I wish they would provide an extra mattress without additional charges.\n  \nThe facilities were pretty good. Check-in and Check-out were easy.\nStayed in April 2019,9.2,Family,,
S17,R63,"Reviewed: April 23, 2018",  \nIt did not offer breakfast as before. Room cleaning only every other day. No cable TV as before. Definite downgrade from our previous stays. \n  \nThe location. \nStayed in April 2018,7.1,Vijaya237,,
S17,R96,"Reviewed: April 25, 2017","  \nVery helpful and friendly staff. \nLovely pool area.\n Friendly and helpful housing keeping staff. \nClose to public transport. \nNice breakfast, nice eating area.\nGreat room\nStayed in March 2017",10,Christine,,
S17,R62,"Reviewed: April 28, 2018",  \nPreviously a basic continental breakfast and cable TV that was offered is no more. Cleaning is only every other day. Staff are friendly - especially the bell desk and the housekeeping.\nStayed in April 2018,7.1,Vijaya237,,
S17,R67,"Reviewed: April 5, 2018",  \nPoorly maintained and in need of updating. Damp smell through air con and in bathrooms. Washing machine leaked all over the floor.\n  \nGood location. Decent size rooms. Staff were nice (especially the cleaner).\nStayed in April 2018,7.1,Alexander,,
S17,R66,"Reviewed: April 8, 2018","  \nThe website said that there would be 3 single beds but there were only 2, and the couch was not a convertible bed. However, I managed to get sheets and have my youngest child sleep on the couch (after the first night). Kitchen was ok but no hot water in the kitchen for washing up and drainage was poor. The electric stove was very slow and a few more stirring implements and a colander would have been handy. Replacing the shampoo and conditioner bottles etc would have been good mid-week.\n  \nGood comfortable beds, good-sized fridge, good space and dining table, nice space in bathrooms.\nStayed in April 2018",7.5,Katherine,,
S17,R5,"Reviewed: April 8, 2019","  \nWe booked a room which stated a capacity for 3 adults and 2 children, which normally is perfectly fine when traveling as a family of 2 adults and 3 children. This property however only provides one queen and one single bed, which turns out to be a bit tight to sleep comfortable. Only when we left we noticed that the room had a sleeping-sofa, which was not mentioned at check-in nor provided any bed-linnen for. Also note that the room provided kitchenware for only 4 persons.\n  \nThe location of the property is outstanding; Many food options around and in the prime shopping area of Singapore. Transportation is also good, with nearby MRT (Somerset) and taxi stand next door (Central Point)\nStayed in April 2019",7.9,Jeroen,,
S17,R65,"Reviewed: April 9, 2018","  \nthe location is great, with everything nearby, and especially if you are planning to go around orchard road. It was great to be able to dine in, especially after walking around with kids during the day.\nStayed in April 2018",7.9,Nurima,,
S17,R4,"Reviewed: April 9, 2019","  \nThere were steps up into and inside the apartment.  Since Chris must use a walker, this made things somewhat difficult.  If we had known about the steps, we would not have booked the apartment, because it wasn't exactly handicapped accessible.\n  \nWe liked the location and the helpful staff.  The size of the apartment was good and the wifi was excellent.\nStayed in April 2019",7.1,Anonymous,,
S17,R97,"Reviewed: April 9, 2019","  \nNothing\n  \nEverything was absolutely spot on, very comfortable bedding. Very good communications including out of hours check in\nStayed in April 2019",10,Mary,,
S17,R29,"Reviewed: December 12, 2018","  \nNothing. It has been a very enjoyable stay.\n  \nThe best choice for families of three. It’s clean, conveniently located and quite even in the city center. \nStayed in November 2018",10,Meng,,
S17,R28,"Reviewed: December 13, 2018",  \nNo toilet detergents to use for days they do not clean and you only find large bottles in supermarkets. No brooms either to use for in- between cleaning days\n  \nSpacious central location\nStayed in December 2018,9.2,Nyasha,,
S17,R27,"Reviewed: December 24, 2018",  \nThe rooms had a musty smell. Had to change our first room as it was very bad. The changed room was slightly better. The cleanliness was bad. Quality of soap provided very poor. We had to buy our own.\n  \nlocation is ok\nStayed in December 2018,3.8,Shoeib,,
S17,R26,"Reviewed: December 24, 2018",  \nRoom was by Orchard Road. The noise from the street below especially from speakers blasting away past mid night during the festive period interrupted my sleep.\nStayed in December 2018,8.3,Doug_Beijing,,
S17,R77,"Reviewed: December 26, 2017","  \nThe entrance to the apartment very small, Also our rooms were not cleaned regularly, during the night one section we did not have electricity. We paid S$2100 for 6 nights and what we experience was not value for money. Requested a late checkout was not accommodative.\n  \nThe location is very convenient, 10mins walk to the MRT\nStayed in December 2017",4.6,Ravi Kannangara,,
S17,R30,"Reviewed: December 8, 2018",  \nLocated at Koek Road which is not well known by Grab drivers. Warm water for shower is tricky and don’t last through the shower.\n  \nClose proximity to Christmas lighted Orchard and Somerset MRT station. Next door to Centre point with supermarket.  \nStayed in December 2018,8.3,Luan,,
S17,R11,"Reviewed: February 16, 2019",  \nThe 3 steps inside the apartment may be an issue for some as no handrail.\n  \nComfortable semi firm bed. Close to all Orchard Rd had to offer plus on bus routes and MRT station 200m away. Door staff  friendly and helpful. Serviced MWF each week.\nStayed in February 2019,9.6,Matthew,,
S17,R75,"Reviewed: February 19, 2018","  \nParking is a big issue when staff is unaware how to provide complimentary parking. When I arrived. Staff said all 3 complimentary parking lots are taken, after I paid SGD150 for first three days of parking, staff informed me they actually can provide complimentary parking. But I wasn’t reimbursed for the three days of parking.\n  \nGood sized room, friendly & helpful staff, great location.\nStayed in February 2018",9.2,Billy,,
S17,R74,"Reviewed: February 20, 2018",  \nThe property need to refurbish as the furnitures are rather old.  Shower and taps were leaking and old.  Sofa has some smell and power outages occurred during stay caused by faulty lightings. But we're replaced quickly.\n  \nI love the location of the premise.  Also the premise is clean and comfortable.\nStayed in February 2018,8.8,Joseph,,
S17,R73,"Reviewed: February 23, 2018",  \nThe whole apartment was dilapidated. No instructions on how to operate the washing machine/dryer or microwave. Side of the bath tub kept collapsing inwards and there was prolific mould in the bathrooms.\n  \nGood size apartment for a family stay. We had space for a travel cot in our room.\nStayed in February 2018,5.8,Anonymous,,
S17,R25,"Reviewed: January 1, 2019","  \nwhilst clean and comfortable the level of maintenance was lacking - some minor repairs to bench tops or tiling weren't great. the outdoor shower  in pool area looked needed a scrub. an addition of a room manual to explain how washing machine worked, hot water system, stove top, tv. dos donts, facilities etc. including local amenities grocery shops etc would be really helpful.\n  \nloved the staff from cleaning staff to desk clerks super helpful nothing too much trouble nice people. the location is super central with train station close by. walk to just about everything. short taxi, bus or train rides to main attractions including santosa island. enjoyed a cooling dip in the rooftop pool watching surrounding buildings light up. for shopping you're in the heart of the action with every conceivable brand on offer along orchard st.\nStayed in December 2018",8.3,Odette,,
S17,R24,"Reviewed: January 1, 2019","  \nToilet was not cleaned properly, complementary water was not given daily, we requested for additional half day for which I was ready to pay and informed the reception 4 days in advance. But no co-operation. I was forced to check out at 12:00pm instead of 04:00pm as requested before.\nVery bad experience.\n  \nCleanliness of room not bathroom and location of the property\nStayed in January 2019",6.7,Anshul,,
S17,R76,"Reviewed: January 11, 2018","  \nParts of the bathroom was breaking up (door)   Shower clip fell off during bath.  Edges of basin, toilet and bath had a lot of mould around the edges which was offputting.  No breakfast.\n  \nPosition was good.  Staff very hospitable.  Facilities in bathroom not up to standard\nStayed in January 2018",4.2,Alec,,
S17,R17,"Reviewed: January 11, 2019",  \nA few more more kitchen items would have been useful and the walls are quite thin so noise from adjoining rooms carry.\n  \nWe had a suite accommodating 5 adults and 2 children aged 4 and 1. A cot was provided and the 4 yo used the sofa. Quite roomy and comfortable. Kitchen facilities were adequate. The facility is showing its age but on the whole suited us well. 250 metres from Somerset MRT. Pool was clean and nice.\nStayed in January 2019,4.2,Kim,,
S17,R18,"Reviewed: January 11, 2019",  \nPhotos show OG front but the actual entrance was a little door by the side of building.  \nTaxi had difficulty stopping\nCleaning was only done 3 times a week and cleaners usually ran out of toiletries/new pillow cases etc for replacement\nShould replace dish cleaning sponge and tea towel for new guests.\n  \nStaff & cleaners were very friendly and tried their best.\nStayed in December 2018,7.5,Aileen,,
S17,R16,"Reviewed: January 12, 2019",  \n1. Beds are not comfy and accommodation not perfect.\n2. Cleaning quality and one drop day is not pleasure.\n3. Kitchen accessories need to be improved.\nStayed in January 2019,6.3,Syed,,
S17,R15,"Reviewed: January 21, 2019","  \nnothing short of my expectation\n  \nVery convenient place to stay, close to MRT station, easy to find good quality food and surrounded by shopping mall.\nStaff are helpful and friendly.\nStayed in January 2019",10,Hariono,,
S17,R14,"Reviewed: January 22, 2019","  \nBathroom tub and fixtures were little dated and appeared dirty with frequent blockages could help with replacement of the tub, also water in the kitchen with attached tap filter used to become frequently dirty and had to be cleaned daily.  Lightning in rooms was too dim too my liking. \nTourist attractions and sightseeing information help desk can be provided for help for first time visitors would be very helpful.\n  \nA very good serviced apartment for families with all amenities like cooking, washing machine , kids play area, swimming pool and very near to Somerset MRT with good locality. Would recommend it to families with kids and toddlers and big families.  Booking was easy and check in process was very efficient with staff very helpful. There are eateries  and grocery shops nearby. Staff responded very quick to any problems in the room.\nStayed in January 2019",8.3,Karsing,,
S17,R13,"Reviewed: January 23, 2019","  \nA bit noisy, can hear neighbour bath at mid night and master room aircon not function well, auto off during last 2 nights. Sofa sets too old.\n  \nLocation and the space.\nStayed in January 2019",6.3,Anonymous,,
S17,R12,"Reviewed: January 27, 2019","  \nThere wasn't a fan in the shower, which meant that the bathroom was steamy and wet throughout the night.\n  \nThe apartment was very spacious and the location was so good! The staff were friendly and accomodating. All the facilities included, like the washing machine and kettle, were useful.\nStayed in January 2019",8.8,Nicole,,
S17,R23,"Reviewed: January 3, 2019","  \nNothing to dislike about this place.\n  \nLocation, location location. Could not imagine a better location for convenience and everything. The apartments are very clean, well appointed and the regularity of the room cleaning is impressive. Would stay here again for sure.\nStayed in January 2019",10,Sam Pappas,,
S17,R22,"Reviewed: January 6, 2019","  \n\nApartment is clean n spacious,but the sofa bed is broken and the thin mattress in sofa bed need replacement is so old, because of that 1 of my son hv to sleep on the sofa\n  \nApartment is clean n spacious\nGreat location in the middle of CBD, close to MRT Station,close to many foods court n shopping centres\nStayed in January 2019",9.2,Agus,,
S17,R21,"Reviewed: January 7, 2019","  \n- Not serviced everyday\n- The swimming pool was above the gym via a spiral staircase. Not the friendliest for young children. \n- no bathroom near the pool, have to go downstairs and use the bathroom in the gym. \n  \nClean and comfortable. \nNot a heated pool, but the pool was warm, which was great for kids. \nStayed in January 2019",7.5,Paul,,
S17,R20,"Reviewed: January 7, 2019",  \nThe place requires a major refurbishment to be comfortable and safe.\n  \nWe have been staying here for over ten years because we like the location and were initially happy with the amenities\nStayed in January 2019,6.3,Mark,,
S17,R19,"Reviewed: January 9, 2019","  \nRoom cleaning only every other day and I had to ask to have bed linen changed - which they did. On my visits to the pool, more often than not, there were no towels; going back down 6 floors to reception to ask for some to be provided was a pain!\n  \nGreat location and actually a very comfortable little apartment. \nStayed in January 2019",8.3,Mr,,
S17,R93,"Reviewed: July 19, 2017",  \nThe pool is deep for kids.  There is no food option on site.\n  \nThere is a combo washer/dryer in every room. Very helpful for longer stays. The kitchenettes are fairly well stocked. There is a kids playroom on the 6th floor and a small outdoor play area on the roof as well.\nStayed in June 2017,8.8,Rebecca,,
S17,R48,"Reviewed: July 21, 2018",  \nFurniture and tiles too old. Bed not comfortable.  They need to renovate the apartments. \n  \nLocation is perfect.  Pool and gym were perfect.  Room sizes are also good. \nStayed in July 2018,7.5,Kumbirayi,,
S17,R92,"Reviewed: July 24, 2017",  \nThe entrance was a bit hard to find. It was not on Orchard Road even though the address of the apartment is on Orchard Road.\n  \nThe location was fantastic. All the major shopping centres were within five to ten minutes walk. Restaurants and cafes abound and one does not have to worry about food while staying here.\nStayed in July 2017,8.8,yunosmo,,
S17,R47,"Reviewed: July 24, 2018","  \nUnstandardized room cleaning. All in all ok, but sometimes small things oddly left undone like sometimes handtowels missing, sometimes the next days' coffee portions missing, sometimes toilet paper or soap not added.\n  \nThe location and aircon. Friendly personnel.\nStayed in July 2018",7.5,Risto,,
S17,R46,"Reviewed: July 29, 2018","  \nThe facilities are getting a bit run down\n  \nThe location was excellent, handy to Somerset MRT, Orchard Rd Buses and Singapore Visitor Centre. The security was good. Lovely swimming pool and friendly staff.\nStayed in July 2018",8.3,RBarley,,
S17,R51,"Reviewed: July 6, 2018","  \nI wish there were less dust in the room.\n  \nStaff, location, room layout, facilities (43inch SmartTV, new aircons,  very nice washing machine, kitchen wares).\nStayed in July 2018",7.9,Ferdinand,,
S17,R50,"Reviewed: July 8, 2018",  \nInadequate bedding for young children. Irregular servicing of apartment and didnt provide adequate toiletries. Television services were poor. Lack of hot water in kitchen.\n  \nLocation.\nStayed in July 2018,3.3,Anonymous,,
S17,R94,"Reviewed: July 9, 2017","  \nThe hotel staff is extremely accommodating and friendly. Rooms are spacious and clean, and our kids love the rooftop pool & play area. There is a pharmacy plus a super market located in Orchard Centrepoint, a department store right next to the hotel, so it was really easy for us to puck up groceries or medicine for our kids (who fell ill during the trip). \nWe would definitely stay there when we are in town next time. Thank you, Orchard Point, for making our trip a memorable one.\nStayed in July 2017",8.8,Jennifer_Carson_Taiwan,,
S17,R49,"Reviewed: July 9, 2018","  \nRoom Service comes a bit late\n  \nRoom service comes a bit late, other than that cool place to live. Non-refundable payment during check in is a stretch for tourist!\nStayed in July 2018",7.1,Kanta,,
S17,R55,"Reviewed: June 21, 2018",  \nHouse keeping & garbage clearance on alternate days. Not enough Replenishment of toiletries & water/tea/coffee etc.\nNo facility for breakfast.\nProporty has become run-down needs urgent refurbishment.\n  \nLocation & size of the room.\nStayed in May 2018,7.1,Nihar,,
S17,R54,"Reviewed: June 22, 2018",  \nExtra blanket given woollen so quite prickly and no top sheet given\n  \nThe room was larger than we expected. Great for the two families. Did not feel as though we were cramped in.\nStayed in June 2018,7.9,Lindsay,,
S17,R52,"Reviewed: June 29, 2018","  \nThey didn't clean the apartment properly, trash in the kitchen and bathroom, forgot to put clean towel, sweeping not good\n  \nFriendly staff, good location\nStayed in June 2018",7,Anonymous,,
S17,R53,"Reviewed: June 29, 2018",  \nReception staff very rude!\n  \nILocation is the best part of the hotel!!!! The hotel is not at all child friendly. Pool rooms etc not at all child friendly. \nWe travelled with 2 children 1 year old and 3 year old and we reached hotel at (;30 Am thou I know the checkin Time his 2pm and on the reception I saw my papers and room number assigned to me which was all ready to be given too me and when I requested the same they said charge of S$150 for early checkin. I travel worldwide and have stayed in some of the finest hotels in the world and no hotel has ever charged me for early checkin if the room was available.\nStayed in June 2018,5,VishalGoenka,,
S17,R71,"Reviewed: March 12, 2018",  \n- Old Apartment and Furniture  \n- Broken Door Handels\n- Old not clean bathroom Sentries\n- Water Leakage in the shower bathtub\n  \n- The Friendly staff \n- The Toilet has bidet :)\nStayed in March 2018,5,Atiq Almehairi,,
S17,R100,"Reviewed: March 14, 2019",  \nnot at all modern\nVery over priced\nCleanliness not great\n  \nGreat location\nStayed in March 2019,4.6,Rebecca,,
S17,R70,"Reviewed: March 16, 2018","  \nThe beds and pillows were rock hard. Didn't like the shower over the bath. It is a bit dangerous for older people, especially if they are unsteady on their feet. However, the position of apartments made up for discomfort.\n  \nPerfect position. Very close to everything - transport, information, food outlets, groceries, bakery and shopping.\nStayed in March 2018",7.9,Janice,,
S17,R68,"Reviewed: March 18, 2018","  \nLots of ants and lizards get into the room\n  \nAmazing location that is a short walking distance to many shopping malls, cafes and restaurants. Central to many public transport services. Nice swimming pool and gym.\nStayed in March 2018",6.7,Khalid,,
S17,R9,"Reviewed: March 19, 2019","  \nNot much. Room cleaning was 3 times a week\n  \nLocation, friendly staff, easy check in and check out. Good value for money.  Rooms were well maintained and quite big. Definitely would stay here again. ",9.6,Anonymous,,
S17,R99,"Reviewed: March 19, 2019",  \nHousekeeping service could be improved.\n  \nGood location\nStayed in March 2019,7.1,Lingyi,,
S17,R10,"Reviewed: March 2, 2019","  \nNothing, but the apartment is becoming a little tired (delaminating bottom of bathroom door, marks on furniture)\n  \nLocation, layout of studio apartment, convenience of kitchen and washer dryer, good shower, pleasant staff, comfy bed, efficient air con.\nReally excellent location for shops and MRT.  Easy ride to most locations. Couple of hundred meters to information centre. \nStayed in February 2019",7.9,Lit’lun,,
S17,R7,"Reviewed: March 22, 2019","  \nShowing its age. A lot of mildewed silicone around bathroom and kitchen fixtures. Not enough crockery.\nThe big flashing billboard outside my window.\nPoor lighting.\n  \nLocation, close to everything I needed.\nEase of access.\nStayed in March 2019",8.8,Brian,,
S17,R8,"Reviewed: March 22, 2019","  \nMain bedroom was located by corridor/balcony of building. Loud engine noise at night. Think it was the air-conditioning units out attached to balcony above but prevented a good nights sleep. Also curtains didn't cover the windows completely to block outside light which shone in from the corridor. Would have liked a bit more crockery like dinner plates.\n  \nLocation was excellent, apartment was spacious and was especially thankful for the washer/dryer and Netflix. Staff in Reception and Cleaning crew were friendly and helpful. Rooftop pool and gym were great to have access to.\nStayed in March 2019",8.8,Rach,,
S17,R6,"Reviewed: March 24, 2019","  \nunfortunately, the new towels given in the toilet are unsanitary. there seemed to be leftovers of ear wax and the spots of yellow have shown. please be aware of this next time and clean the towels thoroughly. \n  \nthe location is very strategic and i like it. my family and i managed to go to various shopping malls including ION Orchard, Paragon, Orchard Central etc only within walking distance and without using taxi. the place is great too, spacious and comfortable. best part is the provided the necessary facilities inside our apartment like umbrella, hair dryer, iron and its board and washing machine. \nStayed in March 2019",9.2,Amalina,,
S17,R98,"Reviewed: March 27, 2019",  \n-\n  \nEverything!\nStayed in March 2019,10,V,,
S17,R57,"Reviewed: May 11, 2018","  \nIt was a bit worn out regarding furniture .\nLight in front of the mirror in the bathroom was really bad. I did no do any make up because of the heat, but it would have been hard in that light.\n  \nReally close to everything. Nice staff.\nStayed in May 2018",8.8,Ann-christine,,
S17,R56,"Reviewed: May 16, 2018","  \ndaily services ( at least towels and remove garbage) since 10% service charge added they should have cleaned daily for short stays like 6 nights . \nAlso, no breakfast now\n  \nLocation and  washing facility\nStayed in May 2018",7.1,anil311,,
S17,R59,"Reviewed: May 2, 2018",  \nHousekeeping was a problem. Procedures were not communicated to the room attendants or trained well before allowing them to attend to the guestrooms. It was a haphazard job done by the room attendants as I found the trash that I left on the side table and the dining table were not cleared until I came back to the room. I also found so much dirt left behind by the room attendant on my dining table.\n  \nThe room was spacious and staff were friendly and helpful. The location is easily accessible and centralized.\nStayed in April 2018,7.5,LUXE_TRAVEL,,
S17,R60,"Reviewed: May 2, 2018","  \nOld room that really needs upgrading. All pillows were old and had major stains on them, bedsheet barely covers the bed (unbelievable)...bright billboard light very annoying all day and night from top to ceiling windows, very disturbing roadworks that starts from midnight every night. Card keys that don't function even when they have been replaced twice! Aircon water leaked too.\n  \nLocation and size of room.\nStayed in April 2018",5.4,Anonymous,,
S17,R58,"Reviewed: May 3, 2018",  \nthe staff is really really helpful and it was a pleasure staying with them!!!! the location is absolutely idea as right opposite the MRT...will definitely recommend this place\nStayed in May 2018,10,Amit Tangri,,
S17,R95,"Reviewed: May 7, 2017","  \nThe place is tired and old now, probably why Somerset gave up the property this year. Having said that we would go back any day as it's great value and the staff do a great job\n  \nGood size rooms for Singapore standards. Great location. Decent facilities at hotel. Great value for money. Plenty of food options within five minutes walk.\nStayed in May 2017",8.8,Paul,,
S17,R80,"Reviewed: November 11, 2017","  \nThe location was great, I usually take my mom there for holiday and treatment, the stuff is very nice, I have been going there last few years minimum 3/4 times a year\nStayed in November 2017",10,Sabina,,
S17,R32,"Reviewed: November 11, 2018","  \nPerfect location (in the middle of the Orchard Road, in the heart of the shopping street), very nice staff, I recommend this when you want to live like the singaporean.\nStayed in October 2018",10,Qkoree,,
S17,R79,"Reviewed: November 12, 2017","  \nThe guest toilet was damp, old, toilet seat holding screw on one side was missing. Overall in need of renovation. indoor slippers unavailable\n  \nLocation, facilities\nStayed in November 2017",6.3,Pyo,,
S17,R78,"Reviewed: November 15, 2017","  \nOn checking into our apartment,bathroom has an unpleasant smell,rectified immediately.\n  \nLocation very central,close to public transport and shopping malls.\nStayed in November 2017",8.3,Cheng,,
S17,R31,"Reviewed: November 25, 2018","  \nMy card was billed for more than the fee on booking. When I contacted the hotel, they told me to contact booking.com. I’d rather not play such games, just note this has happened and could happen to you.\nStayed in October 2018",4.6,Daniel,,
S17,R82,"Reviewed: November 3, 2017","  \nLights from orchard road shine into the room at night.\n  \nFantastic location, giant studio apartment with everything we could need. Large dog our daughter slept on.\nStayed in November 2017",10,Charles,,
S17,R35,"Reviewed: November 3, 2018","  \nIt would have been better if housekeeping was more frequent, or at least daily (except weekends).   Most service apartments that I have stayed had daily housekeeping except weekends.  But, overall, the apartment was still very tidy and clean.\n  \nThe convenience of the location was great.   Accessible to MRT, food and supermarket.  The washer / dryer was extremely useful especially staying longer than four days.     The front office staff (especially  Kathleen) was extremely helpful and accommodating with our requests.\nStayed in November 2018",7.9,St,,
S17,R34,"Reviewed: November 5, 2018","  \nA little on the expensive side for what you get. Older style furniture and kitchen could do with a revamp.\n  \nGreat for families - close to shopping, MRT, food court - easy access for a swim during the day. Buss and MRT at door.\nStayed in October 2018",9.6,Loretta,,
S17,R81,"Reviewed: November 8, 2017","  \nThe furniture and apartment as a whole would benefit from a refurbishment.\n  \nComfortable, spacious and well connected apartment, located in the middle of the main shopping area. Very welcoming staff that reacted friendly and promptly. Great value for money. Plenty of food options within five minutes walk, not to mention the myriad of shopping malls.\nStayed in October 2017",9.2,Gligor,,
S17,R33,"Reviewed: November 8, 2018","  \n It was a little dated but good value for money in the area. The drainage was slow out of the sink so you had to create your own whirlpool to get it drained. Not a big issue though.\nIn the apartment the windows werent able to shut properly in the kids room (2 bedroom unit) so it was unsafe with young kids. Our kids were fine though we just put something in the window so it couldn't open. \n  \nGreat value for money, clean, comfortable and excellent spot to everything!! Bus and train station at bottom of building too. \nStaff were very helpful and friendly!! \nStayed in October 2018",8.8,Anonymous,,
S17,R38,"Reviewed: October 10, 2018","  \nThe apartment was dated, very tired looking and  cooking facilities poor. I had to ask for a clean and better fry pan. I did not do cooking as such but just breakfasts. The bedheads were full dust that has been there along, long time. The bedside table has sticky drink stain from previous person. The toilet in second bathroom moved every time you got up from it. The pool area look dreadful and could have look better even though it is old. The staff were  friendly.\n  \nThe location was excellent.\nStayed in October 2018",6.7,Max,,
S17,R87,"Reviewed: October 12, 2017",  \nThe room had damp smelly odour and for two nights we had no aircon in the two rooms that worked . There seemed to be a lack of communication with the staff . A supervisor tried to help us after the 3 rd day with a fan and put additional bed for us . The beds themselves were extremely old and uncomfortable . We were given  no compensation in light the fact. Y kids spent two nights on the floor I was pretty disgusted . Can do way better than this in Singapore\n  \nThe location was fantastic\nStayed in October 2017,4.6,Kim,,
S17,R42,"Reviewed: October 2, 2018","  \nthe gym had some dumbbells, and maybe 3 machines. The heaviest Dumbbell is 10kg only. So if you're a guy don't expect to get a good workout in the gym. I don't believe in treadmills when in holiday because you can just go outside for a nice jog or a walk.\n  \nthe location is great, and the price is good\nStayed in October 2018",8.3,Faris,,
S17,R86,"Reviewed: October 22, 2017","  \nProperty has everything what you need for daily use! It feels like home! What i loved was washmachine and dryer! I stay in studio and was very comfortable, stuff great! Check in was perfect! I highly  recommend this property! Ah and location is just TOP!  Thanks\nTo property for hosting me! See you next time.\nStayed in October 2017",10,Anonymous,,
S17,R37,"Reviewed: October 23, 2018",  \nKitchen utensils are too old to use. Suspecting the neighbouring room guest was smoking and the our room was polluted quite badly through the air vent.\n  \nGood location for shopping and MRT access. Highly recommend for family or group.\nStayed in October 2018,9.6,Molly,,
S17,R84,"Reviewed: October 24, 2017","  \nThis is an aging property that requires new grouting in the bathrooms (clean, but dingy-looking).\nKitchen only has cold water.\nMaster bedroom bed is flush with window so you have curtains dangling over your face at night.\nThe steps up to the apartments make it unwieldy with a stroller.\nThe TV only has 10 local channels in Tamil, Chinese and Malay: only sports & news in English.\nBathroom sprung a leak while we were there, so had to move to another apartment. This was quickly sorted, but means I can confirm same standard in both rooms.\nWe arrived early and had to wait an hour and a half for Reception staff to arrive. Glad we didn’t book the extra night they suggested to cover the early arrival or I would have been fuming!\nNoisy AirCon units and noise from other units as bathrooms have grilles, instead of windows, so I could clearly hear squealing kids, showering etc.\nLastly, there is no breakfast! This is stated when booking, but there are also old reviews on the site that refer to the breakfast provided by previous management, so I was a bit confused.\n  \nThe location is unbeatable\nStayed in September 2017",7.9,Lisa,,
S17,R36,"Reviewed: October 28, 2018","  \nVery old furniture and strange smell in the room\n  \nThe guy at the reception from the day shift. Sorry I don't know your name. Such a nice and polite person, always there to help\nStayed in October 2018",5,Maria,,
S17,R89,"Reviewed: October 3, 2017","  \nEverything about the apartment was a bit dated and run down. As it was not particularly cheap, this was disappointing\n  \nLocation right in one of the main shopping districts\nStayed in September 2017",6.3,Richard,,
S17,R83,"Reviewed: October 31, 2017",  \nKitchen did not had a good cooking appliance.. washing machine was not so good..kids play area has very few stuff..TV without channels..\n  \nStudio was chic..WiFi was good..courteous staff\nStayed in October 2017,9.2,Palaniappan,,
S17,R41,"Reviewed: October 4, 2018","  \nShower heads sprayed erratically, drains were slow/blocked. Outside lights at night not blocked out by window fittings. Syringe on walkway to room, very off-putting on day 1.\n  \nGood location, close to shops and MRT. Bedding and rooms comfortable. Cooking and cleaning facilities were what we expected (washing machine and dryer).\nStayed in September 2018",7.1,Anonymous,,
S17,R40,"Reviewed: October 5, 2018","  \nThe other bathroom has a leak, but already reported to the reception to take actions. But other than that, it was all good!\n  \nThe bedrooms, living room and kitchen has air condition. Comfy place to stay. Huge bedrooms (with bathroom each), living room and kitchen. Though, its not a classy, glamorous place like other hotels, but the place itself is great! Recommended for family.\nStayed in October 2018",9.6,Analyn,,
S17,R88,"Reviewed: October 7, 2017","  \nThe first room we were given was totally unacceptable! Facing a main road with huge lighting on opposite malls. The roooms need a serious refit as the fittings were retro 90's style, worn and dirty.\n  \nThe changed room after our complaints was acceptable. Staff very helpful on reception and house service.\nStayed in October 2017",5.4,Malcolm,,
S17,R39,"Reviewed: October 7, 2018","  \nThey didn’t even give me one hour extra for check out. There was only green tea available and not the regular one. The ironing stand was was broken and not upto the mark. There is scope of  improvement as regards the toiletries. The towels should be changed every day, though the clean up of the apartment can be done on alternate days.\n  \nLocation is excellent.\nStayed in October 2018",7.1,Amarjit,,
